INDICATOR_code,Indicator,LOCATION,Country,Time,Value,Flag Codes,Flags
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),TJK,Tajikistan,2013,14900,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),TJK,Tajikistan,2014,18000,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),TJK,Tajikistan,2015,15300,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),TJK,Tajikistan,2016,15900,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),UKR,Ukraine,2011,8398085,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),UKR,Ukraine,2013,9902000,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),UKR,Ukraine,2014,9186500,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),UKR,Ukraine,2015,11085800,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),UKR,Ukraine,2016,10917100,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),AZE,Azerbaijan,2011,15576.6,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),AZE,Azerbaijan,2013,18500,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),AZE,Azerbaijan,2014,18900,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),AZE,Azerbaijan,2015,18800,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),AZE,Azerbaijan,2016,21800,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",ZAF,South Africa,2011,3529626.396,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",ZAF,South Africa,2012,3434092.268,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",ZAF,South Africa,2013,3435585.799,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),MYS,Malaysia,2011,401021.9459,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),MYS,Malaysia,2012,473671.5908,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),MYS,Malaysia,2014,800929.7145,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),MYS,Malaysia,2015,837959.1266,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),CYP,Cyprus,2011,30965.31192,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),CYP,Cyprus,2012,34182.4792,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),CYP,Cyprus,2013,30652.49315,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),CYP,Cyprus,2014,29312.49191,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),CYP,Cyprus,2015,30218.92389,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MEX,Mexico,2011,11.49921,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MEX,Mexico,2012,13.93978,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MEX,Mexico,2013,13.39895,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MEX,Mexico,2014,13.64754,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MEX,Mexico,2015,13.64367,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MEX,Mexico,2016,13.53049,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),MDA,Republic of Moldova,2011,48900,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),MDA,Republic of Moldova,2013,48800,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),MDA,Republic of Moldova,2014,65100,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),MDA,Republic of Moldova,2015,70800,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),MDA,Republic of Moldova,2016,65100,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),MDA,Republic of Moldova,2017,68200,,
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),TGO,Togo,2012,15004.08759,,
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),TGO,Togo,2014,16784.40563,,
EXPP_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) %,LSO,Lesotho,2015,100,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",MUS,Mauritius,2012,2714.68647,,
EXPPPP_CUR,GERD in '000 current PPP$,BHR,Bahrain,2014,62430.51685,,
EXPP_FS_SOSCI,GERD - Social sciences %,PRI,Puerto Rico,2013,1.04999,,
EXPP_FS_SOSCI,GERD - Social sciences %,PRI,Puerto Rico,2015,1.08279,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MEX,Mexico,2011,66380789,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MEX,Mexico,2012,66272741,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MEX,Mexico,2013,70276857,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MEX,Mexico,2014,80027417,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MEX,Mexico,2015,83909171,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MEX,Mexico,2016,84554465,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",KWT,Kuwait,2011,96184.17397,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,IRQ,Iraq,2011,0.20119,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,IRQ,Iraq,2014,17.01193,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,IRQ,Iraq,2015,2.02028,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,IRQ,Iraq,2016,20.67158,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),IRL,Ireland,2011,187008.5014,,
EXPPPP_CUR_FS_SSCIH,GERD - Social sciences and humanities (sub-total) (in '000 current PPP$),MKD,The former Yugoslav Republic of Macedonia,2016,55304.66198,,
EXPPPP_CONST,GERD in '000 PPP$ (in constant prices - 2005),BMU,Bermuda,2011,9416.49781,,
EXPPPP_CONST,GERD in '000 PPP$ (in constant prices - 2005),BMU,Bermuda,2012,8091.79049,,
EXPPPP_CONST,GERD in '000 PPP$ (in constant prices - 2005),BMU,Bermuda,2013,6677.78188,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,RUS,Russian Federation,2011,4.1853,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,RUS,Russian Federation,2012,4.15096,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,RUS,Russian Federation,2013,4.12125,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,RUS,Russian Federation,2014,4.12569,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,RUS,Russian Federation,2015,4.14169,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,RUS,Russian Federation,2016,3.88902,,
EXPPPP_CUR_FS_MEDSCI,GERD - Medical and health sciences (in '000 current PPP$),QAT,Qatar,2012,343046.042,,
EXPPPP_CUR_FS_MEDSCI,GERD - Medical and health sciences (in '000 current PPP$),QAT,Qatar,2015,301059.6753,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),POL,Poland,2011,1056700,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),POL,Poland,2012,1496300,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),POL,Poland,2013,1468600,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),POL,Poland,2014,1450100,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),POL,Poland,2015,1581000,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NOR,Norway,2011,38867700,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NOR,Norway,2013,43316800,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NOR,Norway,2015,51739500,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2011,42240.80323,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2012,44792.80961,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2013,47491.63989,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2014,39253.79554,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2015,39487.1208,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2016,35119.63041,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,CRI,Costa Rica,2012,11.83547,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,CRI,Costa Rica,2013,13.06078,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,CRI,Costa Rica,2014,13.79157,,
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),LTU,Lithuania,2011,330815.75,‡,UIS Estimation
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),LTU,Lithuania,2012,338272.8776,‡,UIS Estimation
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),LTU,Lithuania,2013,404952.3002,‡,UIS Estimation
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),LTU,Lithuania,2014,434798.5315,‡,UIS Estimation
EXPPPP_CUR_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) (in '000 current PPP$),LTU,Lithuania,2015,494568.9969,‡,UIS Estimation
EXPPPP_CUR_FS_NATSCI,GERD - Natural sciences (in '000 current PPP$),BHR,Bahrain,2014,2476.02539,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2011,123399.7258,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2012,164853.3396,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2013,188347.8541,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2014,178644.7018,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2015,308496.4222,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),CZE,Czechia,2011,4571016,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),CZE,Czechia,2012,4843596,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),CZE,Czechia,2013,5071014,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),CZE,Czechia,2014,5791393,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),CZE,Czechia,2015,5879000,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2011,2106.04598,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2014,2115.38443,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2015,2146.33965,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2016,2190.22515,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2011,24610.82473,+,National Estimation
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2012,48489.08409,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2013,39200.97384,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2014,61998.34243,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2015,56495.00298,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2016,60228.8971,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),OMN,Oman,2017,56735.46518,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",MOZ,Mozambique,2015,16120.84302,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),SGP,Singapore,2011,7046500,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),SGP,Singapore,2012,6940430,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),SGP,Singapore,2013,7073798,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),SGP,Singapore,2014,7995756,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MNG,Mongolia,2011,21992700,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MNG,Mongolia,2013,33227300,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MNG,Mongolia,2014,38667300,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MNG,Mongolia,2015,28250600,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MNG,Mongolia,2016,31561700,,
21643,GERD - Medical and health sciences (in '000 local currency),BHR,Bahrain,2014,879.74595,,
EXPP_FS_FONS,GERD - Not specified fields %,KAZ,Kazakhstan,2011,,n,Magnitude nil or negligible
EXPP_FS_FONS,GERD - Not specified fields %,KAZ,Kazakhstan,2013,,n,Magnitude nil or negligible
EXPP_FS_FONS,GERD - Not specified fields %,KAZ,Kazakhstan,2014,,n,Magnitude nil or negligible
EXPP_FS_FONS,GERD - Not specified fields %,KAZ,Kazakhstan,2015,,n,Magnitude nil or negligible
EXPP_FS_FONS,GERD - Not specified fields %,KAZ,Kazakhstan,2016,,n,Magnitude nil or negligible
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),KAZ,Kazakhstan,2011,2720000,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),KAZ,Kazakhstan,2013,6294657.5,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),KAZ,Kazakhstan,2014,5799700,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),KAZ,Kazakhstan,2015,4012600,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),KAZ,Kazakhstan,2016,3747900,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2011,7.93942,+,National Estimation
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2012,7.6085,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2013,8.17064,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2014,6.42272,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2015,14.6308,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2016,8.11499,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,OMN,Oman,2017,8.41002,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),PRI,Puerto Rico,2013,4911,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),PRI,Puerto Rico,2015,5000,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",BWA,Botswana,2012,64229.35666,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,PRI,Puerto Rico,2013,22.66495,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,PRI,Puerto Rico,2015,25.62599,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),GRC,Greece,2011,1115859,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),BHR,Bahrain,2014,7246.07307,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),MOZ,Mozambique,2015,1572710,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2012,131912.208,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2013,125336.1158,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2014,135804.0265,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),TGO,Togo,2012,1037637.627,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),TGO,Togo,2014,2213094,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,NLD,Netherlands,2011,13.02011,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,NLD,Netherlands,2012,13.41623,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,NLD,Netherlands,2013,12.72762,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,NLD,Netherlands,2014,12.18964,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,NLD,Netherlands,2015,12.34686,,
EXPP_FS_SOSCI,GERD - Social sciences %,BHR,Bahrain,2014,32.09582,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2011,20313.31496,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2014,18608.94933,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2015,18294.40757,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2016,17734.50799,,
EXPPPP_CONST,GERD in '000 PPP$ (in constant prices - 2005),QAT,Qatar,2012,1126435.265,,
EXPPPP_CONST,GERD in '000 PPP$ (in constant prices - 2005),QAT,Qatar,2015,1348593.873,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BWA,Botswana,2012,7.94955,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NLD,Netherlands,2011,10642251,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NLD,Netherlands,2012,10833895,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NLD,Netherlands,2013,11123756,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NLD,Netherlands,2014,11650555,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),NLD,Netherlands,2015,12004000,,
EXPP_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) %,QAT,Qatar,2012,69.70745,,
EXPP_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) %,QAT,Qatar,2015,53.87635,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),LKA,Sri Lanka,2013,475770,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),LKA,Sri Lanka,2014,603840,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),LKA,Sri Lanka,2015,647800,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,MUS,Mauritius,2012,64.36136,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",BWA,Botswana,2012,,n,Magnitude nil or negligible
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KAZ,Kazakhstan,2011,36771.54358,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KAZ,Kazakhstan,2013,54477.84335,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KAZ,Kazakhstan,2014,67095.11999,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KAZ,Kazakhstan,2015,68326.43008,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KAZ,Kazakhstan,2016,54449.19806,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",UGA,Uganda,2014,28491.19731,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,BIH,Bosnia and Herzegovina,2012,4.78893,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,BIH,Bosnia and Herzegovina,2013,3.35749,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,BIH,Bosnia and Herzegovina,2014,4.04796,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,BIH,Bosnia and Herzegovina,2015,6.22296,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,BIH,Bosnia and Herzegovina,2016,7.25497,,
EXPP_FS_NSCIE,GERD - Natural sciences and engineering (sub-total) %,BHR,Bahrain,2014,57.05859,,
21642,GERD - Engineering and technology (in '000 local currency),BHR,Bahrain,2014,5862.66437,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),QAT,Qatar,2012,985972.966,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),QAT,Qatar,2015,1408870,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,MUS,Mauritius,2012,11.89024,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),THA,Thailand,2011,4437506.754,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),THA,Thailand,2014,6734000,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),THA,Thailand,2015,6451000,,
45942,GERD - Social sciences and humanities (sub-total) (in '000 local currency),THA,Thailand,2016,10426000,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,KAZ,Kazakhstan,2011,6.27428,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,KAZ,Kazakhstan,2013,10.20656,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,KAZ,Kazakhstan,2014,8.74139,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,KAZ,Kazakhstan,2015,5.78995,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,KAZ,Kazakhstan,2016,5.62747,,
EXPP_FS_FONS,GERD - Not specified fields %,BHR,Bahrain,2014,5.64191,,
21643,GERD - Medical and health sciences (in '000 local currency),MUS,Mauritius,2012,27500,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,BIH,Bosnia and Herzegovina,2012,6.51619,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,BIH,Bosnia and Herzegovina,2013,10.31692,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,BIH,Bosnia and Herzegovina,2014,37.84978,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,BIH,Bosnia and Herzegovina,2015,7.02144,,
EXPP_FS_SSCIH,GERD - Social sciences and humanities (sub-total) %,BIH,Bosnia and Herzegovina,2016,21.52177,,
45941,GERD - Natural sciences and engineering (sub-total) (in '000 local currency),KWT,Kuwait,2011,18578.941,,
21645,GERD - Social sciences (in '000 local currency),PRI,Puerto Rico,2013,4718,,
21645,GERD - Social sciences (in '000 local currency),PRI,Puerto Rico,2015,4800,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2011,232813.4511,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2013,247494.9921,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2014,252251.9799,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2015,269372.0785,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2016,236748.4219,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2012,10639.81693,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2013,59.12316,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2014,2138.93158,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2015,1607.44079,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2016,1059.13633,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,QAT,Qatar,2012,21.12733,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,QAT,Qatar,2015,29.16567,,
EXPPPP_CONST_FS_NSCIE,"GERD - Natural sciences and engineering (sub-total) (in '000 PPP$, constant prices - 2005)",LSO,Lesotho,2015,2518.90371,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,BWA,Botswana,2012,27.33852,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2012,37848.75205,,
EXPPPP_CONST_FS_SSCIH,"GERD - Social sciences and humanities (sub-total) (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2013,42685.22434,,
